Words,Translation,All_mean_valence,All_std_valence,All_N_valence,All_mean_arousal,All_std_arousal,All_N_arousal,All_mean_power,All_std_power,All_N_power,All_mean_age_of_acquisition,All_std_age_of_acquisition,All_N_age_of_acquisition,Men_mean_valence,Men_std_valence,Men_N_valence,Men_mean_arousal,Men_std_arousal,Men_N_arousal,Men_mean_power,Men_std_power,Men_N_power,Men_mean_age_of_acquisition,Men_std_age_of_acquisition,Men_N_age_of_acquisition,Women_mean_valence,Women_std_valence,Women_N_valence,Women_mean_arousal,Women_std_arousal,Women_N_arousal,Women_mean_power,Women_std_power,Women_N_power,Women_mean_age_of_acquisition,Women_std_age_of_acquisition,Women_N_age_of_acquisition,Freq(Log10),Freq (1E6),Length,N (%),Grammatical category
vechten,to fight,2.61,1.12,64,6.23,0.68,64,5.38,1.21,64,4.71,1.40,32,2.72,1.02,32,6.31,0.69,32,5.13,1.29,32,5.25,2.59,16,2.50,1.22,32,6.16,0.68,32,5.63,1.10,32,4.69,1.20,16,2.10,126.37,7,0.0,V
vechter,fighter,3.91,1.42,64,5.92,0.88,64,5.50,1.25,64,6.39,2.09,32,3.78,1.29,32,5.88,0.94,32,5.13,1.45,32,6.88,2.70,16,4.03,1.56,32,5.97,0.82,32,5.88,0.87,32,6.31,2.02,16,0.68,4.78,7,0.0,N
vechtlustig,pugnacious,4.16,1.59,64,5.91,0.89,64,5.53,1.33,64,9.45,2.50,32,4.03,1.51,32,5.78,1.01,32,5.31,1.28,32,9.13,2.60,16,4.28,1.67,32,6.03,0.74,32,5.75,1.37,32,10.00,2.48,16,-1.64,0.02,11,0.0,A
vee,cattle,4.17,0.75,64,3.75,1.11,64,3.58,1.19,64,6.74,2.02,32,4.03,0.65,32,3.69,1.00,32,3.31,1.23,32,6.81,2.34,16,4.31,0.82,32,3.81,1.23,32,3.84,1.11,32,7.00,2.10,16,1.13,13.63,3,0.0,N
veeg,wipe,3.63,0.81,64,4.11,1.22,64,3.82,1.06,62,6.35,2.35,32,3.75,0.84,32,4.28,0.85,32,3.87,1.02,31,7.00,3.27,16,3.50,0.76,32,3.94,1.50,32,3.77,1.12,31,6.19,1.94,16,0.83,6.70,4,0.9,N
veel,many,4.77,0.79,64,4.53,1.38,64,5.11,1.11,64,3.90,1.37,32,4.84,0.81,32,4.56,1.24,32,4.78,1.04,32,3.88,2.25,16,4.69,0.78,32,4.50,1.52,32,5.44,1.11,32,4.31,1.01,16,3.06,1155.79,4,0.0,A
veeleisend,demanding,3.28,1.35,64,5.38,0.90,64,5.06,1.50,64,9.45,2.46,32,3.41,1.34,32,5.50,0.92,32,4.88,1.60,32,9.38,2.94,16,3.16,1.37,32,5.25,0.88,32,5.25,1.39,32,9.81,2.17,16,0.29,1.94,10,0.0,A
veelzijdig,versatile,5.58,0.81,64,4.81,1.19,64,5.06,0.91,64,9.13,2.81,32,5.41,0.80,32,4.97,1.12,32,4.94,0.84,32,8.81,3.17,16,5.75,0.80,32,4.66,1.26,32,5.19,0.97,32,9.69,2.52,16,-0.34,0.46,10,0.0,A
veer,feather,4.36,0.70,64,3.23,1.24,64,3.08,1.24,64,5.32,1.94,32,4.34,0.70,32,3.25,1.05,32,3.25,1.19,32,5.75,2.29,16,4.38,0.71,32,3.22,1.43,32,2.91,1.28,32,5.31,2.24,16,0.54,3.43,4,0.0,N
vegen,to sweep,3.75,0.80,64,4.70,1.08,64,3.53,1.01,64,5.32,1.68,32,3.69,0.82,32,4.72,1.02,32,3.47,0.72,32,6.06,2.32,16,3.81,0.78,32,4.69,1.15,32,3.59,1.24,32,5.00,1.59,16,0.78,6.04,5,0.0,V
veilig,safe,5.72,0.95,64,3.13,1.26,63,4.59,1.29,64,5.68,1.99,32,5.41,0.91,32,3.35,1.31,31,4.31,1.26,32,6.06,2.59,16,6.03,0.90,32,2.91,1.20,32,4.88,1.29,32,5.63,1.71,16,2.24,174.92,6,0.4,A
vel,sheet,3.97,0.64,64,3.36,1.23,64,3.70,0.99,64,5.10,1.80,32,4.00,0.72,32,3.66,1.04,32,3.66,1.04,32,5.50,2.45,16,3.94,0.56,32,3.06,1.34,32,3.75,0.95,32,5.13,1.86,16,0.79,6.20,3,0.0,N
veld,field,4.19,0.71,64,3.16,1.30,64,3.83,0.94,64,5.10,1.62,32,4.13,0.71,32,3.22,1.26,32,3.69,0.97,32,4.94,2.08,16,4.25,0.72,32,3.09,1.35,32,3.97,0.90,32,5.56,1.50,16,1.20,15.96,4,0.0,N
vellen,to pronounce,3.23,0.90,64,4.61,1.22,64,4.35,1.19,63,8.26,3.03,32,3.41,0.87,32,4.41,1.24,32,4.41,1.46,32,8.25,3.26,16,3.06,0.91,32,4.81,1.18,32,4.29,0.86,31,8.56,3.03,16,0.38,2.42,6,0.4,V
venijn,venom,2.37,0.89,63,4.97,0.95,63,4.75,1.40,60,10.13,2.71,31,2.59,0.91,32,5.06,0.80,32,4.59,1.52,32,10.27,3.49,15,2.13,0.81,31,4.87,1.09,31,4.93,1.25,28,10.44,2.42,16,-0.41,0.39,6,3.1,N
venkel,fennel,4.05,0.78,59,3.20,1.30,59,3.63,0.99,57,10.15,4.55,26,3.90,0.90,29,3.57,1.10,28,3.39,1.13,28,8.25,3.65,12,4.20,0.61,30,2.87,1.38,31,3.86,0.79,29,11.79,4.73,14,-0.80,0.16,6,9.9,N
venster,window,4.27,0.60,64,3.16,1.07,64,3.67,0.93,64,5.61,1.87,32,4.22,0.55,32,3.47,0.88,32,3.59,1.01,32,5.75,2.02,16,4.31,0.64,32,2.84,1.17,32,3.75,0.84,32,5.88,2.36,16,0.54,3.45,7,0.0,N
vent,fellow,3.92,0.90,64,4.31,1.18,64,4.89,0.93,64,5.87,1.80,32,3.88,0.79,32,4.19,1.18,32,4.78,0.94,32,5.88,2.13,16,3.97,1.00,32,4.44,1.19,32,5.00,0.92,32,6.06,1.61,16,2.28,189.99,4,0.0,N
ver,far,3.47,0.87,64,3.97,1.46,63,4.03,1.13,64,4.61,1.56,32,3.63,0.98,32,4.10,1.37,31,3.97,1.26,32,5.44,2.28,16,3.31,0.74,32,3.84,1.55,32,4.09,1.00,32,4.19,1.22,16,2.12,131.49,3,0.4,A
veranderbaar,convertible,4.66,0.86,64,4.50,1.26,64,3.83,1.34,64,8.40,2.43,31,4.75,0.88,32,4.03,1.31,32,3.81,1.18,32,8.19,2.74,16,4.56,0.84,32,4.97,1.03,32,3.84,1.51,32,8.93,2.31,15,-1.64,0.02,12,0.4,A
veranderlijk,variable,4.27,0.95,64,4.92,0.90,64,3.88,1.41,64,8.90,2.40,32,4.22,1.04,32,4.66,1.04,32,3.84,1.30,32,8.44,2.73,16,4.31,0.86,32,5.19,0.64,32,3.91,1.53,32,9.69,2.21,16,-0.46,0.34,12,0.0,A
verantwoordelijk,responsible,5.30,0.95,64,4.94,1.05,63,5.30,1.03,64,8.68,1.99,32,5.09,0.86,32,5.03,0.91,31,5.13,1.04,32,8.81,2.69,16,5.50,1.02,32,4.84,1.17,32,5.47,1.02,32,8.88,1.59,16,1.64,43.65,16,0.4,A
verbaasd,surprised,4.17,0.88,64,4.55,1.02,64,3.67,1.05,64,7.06,2.48,32,4.25,0.80,32,4.69,0.69,32,3.63,1.07,32,7.38,2.90,16,4.09,0.96,32,4.41,1.27,32,3.72,1.05,32,7.00,2.19,16,1.25,17.63,8,0.0,A
verband,connection,3.84,1.12,64,3.59,1.24,64,4.03,1.18,64,6.03,2.14,32,4.09,1.17,32,3.69,1.18,32,4.03,1.28,32,6.13,2.50,16,3.59,1.01,32,3.50,1.32,32,4.03,1.09,32,6.38,2.45,16,1.40,25.29,7,0.0,N
verbazing,astonishment,4.47,0.99,64,4.89,1.08,63,3.98,1.20,64,7.61,2.63,32,4.53,0.98,32,4.84,1.19,31,3.84,1.25,32,7.81,2.95,16,4.41,1.01,32,4.94,0.98,32,4.13,1.16,32,7.69,2.52,16,0.39,2.45,9,0.4,N
verbeten,grim,3.15,1.07,62,5.06,1.08,63,4.38,1.37,63,9.52,3.38,31,3.43,1.17,30,5.16,1.00,31,4.32,1.30,31,8.33,3.33,15,2.88,0.91,32,4.97,1.15,32,4.44,1.46,32,10.63,3.12,16,-0.60,0.25,8,1.8,A
verbijsterd,bewildered,3.38,1.16,64,4.67,1.33,64,4.02,1.33,64,9.00,3.13,32,3.53,1.24,32,4.75,1.22,32,3.91,1.20,32,8.81,3.64,16,3.22,1.07,32,4.59,1.46,32,4.13,1.45,32,9.50,2.78,16,0.35,2.26,11,0.0,A
verdacht,suspect,2.75,0.78,64,4.31,1.15,64,4.42,1.34,64,8.29,2.51,32,2.94,0.80,32,4.44,1.05,32,4.31,1.26,32,8.00,2.68,16,2.56,0.72,32,4.19,1.26,32,4.53,1.44,32,8.88,2.53,16,1.34,21.77,8,0.0,A
verdedigen,to defend,4.50,1.21,64,5.42,1.02,64,4.95,1.36,64,7.13,1.84,32,4.38,1.16,32,5.31,1.15,32,4.63,1.34,32,7.31,2.30,16,4.63,1.26,32,5.53,0.88,32,5.28,1.33,32,7.25,1.73,16,1.45,28.38,10,0.0,V
verdediger,defender,4.81,0.96,64,5.23,1.08,64,4.86,1.30,64,6.61,1.78,32,4.72,0.92,32,5.13,1.18,32,4.75,1.24,32,6.63,2.31,16,4.91,1.00,32,5.34,0.97,32,4.97,1.36,32,6.94,1.69,16,0.46,2.86,10,0.0,N
verdraagzaam,tolerant,5.34,1.16,64,3.36,1.06,64,4.38,1.36,64,9.32,2.44,32,5.16,1.25,32,3.34,1.04,32,4.00,1.27,32,9.44,2.94,16,5.53,1.05,32,3.38,1.10,32,4.75,1.37,32,9.56,2.31,16,-0.86,0.14,12,0.0,A
verdriet,grief,2.02,0.83,64,3.86,1.51,64,3.41,1.52,64,5.45,1.79,32,2.13,0.79,32,3.66,1.54,32,3.38,1.48,32,6.25,2.72,16,1.91,0.86,32,4.06,1.48,32,3.44,1.58,32,5.13,1.41,16,1.42,26.48,8,0.0,N
verdrietig,sad,2.17,0.81,64,3.56,1.47,64,3.19,1.31,64,4.61,1.82,32,2.19,0.74,32,3.44,1.52,32,3.22,1.31,32,5.13,2.58,16,2.16,0.88,32,3.69,1.42,32,3.16,1.32,32,4.50,1.55,16,1.25,17.84,10,0.0,A
verdwijnen,to disappear,3.03,0.89,64,4.13,1.21,64,3.70,1.36,64,5.81,2.30,32,3.19,0.93,32,3.97,1.15,32,4.16,1.39,32,6.50,2.94,16,2.88,0.83,32,4.28,1.28,32,3.25,1.19,32,5.50,1.97,16,1.61,41.19,10,0.0,V
verf,paint,4.44,0.66,64,3.36,1.31,64,3.84,0.93,64,4.35,1.62,32,4.38,0.61,32,3.66,1.23,32,3.44,0.91,32,5.31,2.39,16,4.50,0.72,32,3.06,1.34,32,4.25,0.76,32,3.81,1.11,16,1.16,14.48,4,0.0,N
verfijnd,refined,5.28,0.90,64,3.81,1.30,64,4.48,1.01,64,8.65,2.46,32,5.16,0.85,32,4.09,1.28,32,4.38,0.94,32,7.88,2.45,16,5.41,0.95,32,3.53,1.27,32,4.59,1.07,32,9.75,2.46,16,0.22,1.65,8,0.0,A
vergankelijk,transient,3.10,0.97,62,3.34,1.23,62,3.33,1.45,63,10.72,3.26,30,3.03,0.90,32,3.39,1.31,31,3.29,1.24,31,10.47,4.07,15,3.17,1.05,30,3.29,1.16,31,3.38,1.64,32,11.33,2.50,15,-0.18,0.66,12,3.1,A
vergeetachtig,forgetful,2.88,0.68,64,3.13,1.08,63,3.02,1.13,64,7.58,2.50,32,2.84,0.63,32,3.10,1.08,31,3.00,0.92,32,8.06,3.40,16,2.91,0.73,32,3.16,1.11,32,3.03,1.33,32,7.44,1.63,16,-0.23,0.59,13,0.4,A
vergen,to require,3.57,0.87,63,4.50,1.13,62,4.26,1.10,62,9.74,3.36,32,3.77,0.99,31,4.40,1.04,30,4.03,1.09,32,8.88,3.34,16,3.38,0.71,32,4.59,1.21,32,4.50,1.07,30,10.88,3.22,16,0.08,1.21,6,2.2,V
vergeven,to forgive,5.33,1.24,64,4.28,1.12,64,4.45,1.54,64,6.61,1.84,32,5.03,1.43,32,4.09,1.12,32,4.25,1.59,32,7.25,2.59,16,5.63,0.94,32,4.47,1.11,32,4.66,1.49,32,6.44,1.79,16,1.62,41.62,8,0.0,V
vergif,poison,2.06,1.19,64,4.44,1.60,64,5.19,1.44,64,6.16,1.97,32,2.16,1.22,32,4.59,1.50,32,5.31,1.26,32,6.63,2.85,16,1.97,1.18,32,4.28,1.71,32,5.06,1.61,32,6.19,1.87,16,1.01,10.31,6,0.0,N
verheugd,pleased,5.77,0.68,64,5.27,0.88,64,4.83,0.97,64,8.58,3.07,32,5.63,0.75,32,5.16,1.05,32,4.63,1.16,32,8.38,3.32,16,5.91,0.59,32,5.38,0.66,32,5.03,0.69,32,9.06,2.98,16,0.59,3.91,8,0.0,A
verjaardag,birthday,5.75,0.99,64,5.22,1.08,64,4.50,1.04,64,3.71,1.10,32,5.47,1.02,32,4.97,1.15,32,4.31,1.06,32,3.94,2.14,16,6.03,0.90,32,5.47,0.95,32,4.69,1.00,32,3.94,1.12,16,1.71,51.54,10,0.0,N
verkeer,traffic,3.61,0.88,64,5.50,1.07,64,4.19,1.18,64,5.97,1.92,32,3.44,0.91,32,5.28,0.99,32,3.91,1.35,32,6.44,2.39,16,3.78,0.83,32,5.72,1.11,32,4.47,0.92,32,5.75,1.57,16,1.18,15.28,7,0.0,N
verkeerd,wrong,2.53,0.76,64,4.02,1.25,64,3.84,1.43,64,5.84,2.34,32,2.47,0.80,32,4.13,1.18,32,3.97,1.38,32,6.75,3.09,16,2.59,0.71,32,3.91,1.33,32,3.72,1.49,32,5.38,1.93,16,2.06,115.51,8,0.0,A
verkrachting,rape,1.31,0.79,64,6.27,1.09,64,4.97,2.38,64,10.29,2.58,32,1.38,0.66,32,6.16,1.14,32,5.22,2.34,32,10.56,3.08,16,1.25,0.92,32,6.38,1.04,32,4.72,2.43,32,10.19,2.07,16,1.12,13.10,12,0.0,N
verkwister,spendthrift,2.53,1.12,59,4.71,1.08,63,3.48,1.47,58,10.67,3.02,30,2.61,1.09,31,4.63,1.18,32,3.73,1.51,30,10.00,3.25,15,2.43,1.17,28,4.81,0.98,31,3.21,1.40,28,11.33,2.72,15,-0.74,0.18,10,5.8,N
verlangen,desire,5.30,1.09,64,5.13,1.21,64,4.88,1.45,64,7.74,2.56,32,5.00,1.24,32,5.09,1.38,32,4.63,1.48,32,6.63,2.50,16,5.59,0.84,32,5.16,1.05,32,5.13,1.41,32,9.19,2.26,16,1.19,15.66,9,0.0,N
verlaten,to leave,2.41,0.87,64,3.97,1.53,64,3.31,1.14,64,6.58,1.88,32,2.66,0.94,32,3.84,1.42,32,3.53,1.11,32,6.44,2.58,16,2.16,0.72,32,4.09,1.65,32,3.09,1.15,32,7.13,1.67,16,2.01,101.33,8,0.0,V
verlegen,shy,3.56,0.96,64,2.73,1.06,64,2.70,1.00,64,6.55,2.10,32,3.41,1.01,32,2.75,1.11,32,2.72,1.05,32,7.38,2.55,16,3.72,0.89,32,2.72,1.02,32,2.69,0.97,32,6.06,1.81,16,1.30,19.87,8,0.0,A
verlegenheid,embarrassment,3.40,0.98,63,2.81,0.96,64,2.80,1.14,64,8.29,2.36,32,3.29,0.90,31,2.91,1.09,32,2.78,0.97,32,8.88,3.03,16,3.50,1.05,32,2.72,0.81,32,2.81,1.31,32,8.06,1.91,16,0.79,6.13,12,0.4,N
verlept,withered,2.75,1.34,60,2.68,0.98,60,3.05,1.37,60,8.59,2.93,28,2.68,1.47,31,3.00,0.87,30,3.27,1.44,30,9.00,4.10,13,2.83,1.20,29,2.37,1.00,30,2.83,1.29,30,8.73,2.28,15,-0.60,0.25,7,7.2,A
verliefd,in love,6.38,0.86,64,5.98,1.05,64,5.14,1.37,64,5.71,1.62,32,6.13,0.91,32,5.94,0.98,32,4.97,1.31,32,6.00,2.42,16,6.63,0.75,32,6.03,1.12,32,5.31,1.42,32,5.81,1.38,16,2.03,107.16,8,0.0,A
verliefdheid,infatuation,6.00,1.20,64,5.75,1.46,64,5.17,1.50,64,6.52,2.23,32,5.81,1.33,32,5.47,1.65,32,4.78,1.64,32,6.94,3.11,16,6.19,1.03,32,6.03,1.20,32,5.56,1.24,32,6.50,1.71,16,0.29,1.97,12,0.0,N
verlies,loss,2.22,0.79,64,3.70,1.53,64,3.25,1.51,64,5.55,1.75,32,2.22,0.87,32,3.81,1.53,32,3.69,1.42,32,5.75,2.57,16,2.22,0.71,32,3.59,1.54,32,2.81,1.49,32,5.81,1.76,16,1.69,49.07,7,0.0,N
verloren,lost,2.59,1.08,64,3.56,1.32,64,2.92,1.34,64,5.61,1.91,32,2.81,1.20,32,3.59,1.34,32,3.19,1.20,32,5.75,2.49,16,2.38,0.91,32,3.53,1.32,32,2.66,1.43,32,5.88,1.93,16,2.11,128.08,8,0.0,A
vermakelijk,entertaining,5.41,1.03,63,4.55,1.18,64,4.59,1.06,64,9.39,3.39,32,5.34,1.12,32,4.34,1.26,32,4.50,1.05,32,8.94,3.79,16,5.48,0.93,31,4.75,1.08,32,4.69,1.09,32,10.13,3.05,16,0.20,1.58,11,0.4,A
vermijden,to avoid,2.91,0.79,64,4.25,1.28,64,3.14,1.26,64,7.81,2.43,32,2.81,0.78,32,4.25,1.27,32,3.09,1.17,32,7.25,2.89,16,3.00,0.80,32,4.25,1.32,32,3.19,1.35,32,8.69,2.02,16,1.04,11.07,9,0.0,V
verminkt,maimed,1.59,0.75,64,4.27,1.63,64,3.64,1.89,64,9.03,2.51,32,1.69,0.78,32,4.09,1.59,32,3.63,1.81,32,8.81,3.12,16,1.50,0.72,32,4.44,1.66,32,3.66,1.99,32,9.63,2.19,16,0.66,4.57,8,0.0,A
vermoeid,tired,2.61,0.66,64,2.70,1.19,64,2.91,1.18,64,7.71,2.58,32,2.72,0.58,32,2.59,0.98,32,2.94,1.24,32,8.00,3.10,16,2.50,0.72,32,2.81,1.38,32,2.88,1.13,32,7.75,2.35,16,0.50,3.18,8,0.0,A
vermoeiend,tiresome,2.63,0.65,64,4.11,1.84,64,3.38,1.53,64,7.06,2.29,32,2.72,0.68,32,4.19,1.77,32,3.56,1.52,32,6.75,2.77,16,2.53,0.62,32,4.03,1.93,32,3.19,1.53,32,7.69,1.99,16,0.68,4.76,10,0.0,A
vernederd,humiliated,1.92,0.86,64,3.92,1.43,64,3.11,1.66,64,8.68,2.59,32,1.88,0.66,32,4.09,1.33,32,3.19,1.62,32,8.19,3.21,16,1.97,1.03,32,3.75,1.52,32,3.03,1.73,32,9.44,1.86,16,0.81,6.40,9,0.0,A
vernedering,degradation,1.84,0.76,64,4.36,1.67,64,3.13,1.91,64,8.90,2.30,32,1.88,0.71,32,4.22,1.72,32,3.25,1.92,32,8.81,2.88,16,1.81,0.82,32,4.50,1.65,32,3.00,1.92,32,9.25,1.81,16,0.72,5.21,11,0.0,N
vernielen,to destroy,2.19,0.83,64,5.86,0.96,64,4.88,1.69,64,7.03,2.43,32,2.31,0.90,32,5.88,1.07,32,5.19,1.42,32,7.13,2.87,16,2.06,0.76,32,5.84,0.85,32,4.56,1.90,32,7.31,2.41,16,0.67,4.64,9,0.0,V
vernietigen,to destroy,2.05,1.00,64,5.89,1.06,64,5.64,1.21,64,6.94,1.84,32,2.09,1.09,32,5.88,1.21,32,5.91,1.23,32,6.38,2.33,16,2.00,0.92,32,5.91,0.89,32,5.38,1.16,32,7.81,1.38,16,1.65,44.64,11,0.0,V
vernis,varnish,4.02,0.70,61,3.18,1.02,61,4.05,1.05,56,9.70,2.64,30,3.97,0.59,32,3.37,1.03,30,4.00,1.18,27,9.14,2.41,14,4.07,0.80,29,3.00,1.00,31,4.10,0.94,29,10.19,2.81,16,-0.39,0.41,6,6.7,N
vernuft,ingenuity,4.53,1.33,62,4.19,1.25,62,4.43,1.23,56,10.68,3.19,32,4.94,1.16,32,4.42,1.09,31,4.29,1.35,31,10.31,4.01,16,4.10,1.37,30,3.97,1.38,31,4.60,1.08,25,11.44,2.48,16,-0.32,0.48,7,5.4,N
verraad,betrayal,2.00,1.23,64,5.00,1.15,64,4.41,1.75,64,8.13,2.17,32,2.22,1.36,32,4.81,1.26,32,4.66,1.75,32,7.81,2.56,16,1.78,1.07,32,5.19,1.03,32,4.16,1.74,32,8.75,1.98,16,1.28,19.07,7,0.0,N
verrassing,surprise,5.98,0.75,63,5.52,0.85,64,4.80,0.99,64,5.35,1.76,32,5.74,0.73,31,5.34,0.97,32,4.53,0.95,32,6.44,2.31,16,6.22,0.71,32,5.69,0.69,32,5.06,0.98,32,4.75,1.77,16,1.78,60.83,10,0.4,N
vers,fresh,5.55,0.85,64,4.09,1.08,64,4.53,1.02,64,5.74,1.90,32,5.44,0.76,32,4.19,0.82,32,4.38,1.21,32,6.00,1.97,16,5.66,0.94,32,4.00,1.30,32,4.69,0.78,32,5.81,2.26,16,1.25,17.86,4,0.0,A
versie,version,4.20,0.48,64,3.44,1.02,64,4.06,0.96,64,8.29,2.36,32,4.22,0.49,32,3.69,0.78,32,4.06,1.16,32,8.19,2.46,16,4.19,0.47,32,3.19,1.18,32,4.06,0.72,32,8.63,2.42,16,1.11,12.74,6,0.0,N
verslaafd,addicted,1.98,0.86,64,4.66,1.47,64,3.56,2.11,64,8.58,2.63,32,2.09,0.69,32,4.75,1.37,32,3.97,2.02,32,8.19,3.53,16,1.88,1.01,32,4.56,1.58,32,3.16,2.16,32,9.31,1.62,16,1.12,13.15,9,0.0,A
verslagen,defeated,2.73,1.01,64,3.78,1.59,64,2.84,1.58,64,7.13,1.98,32,2.97,1.09,32,3.69,1.53,32,3.13,1.60,32,7.19,2.79,16,2.50,0.88,32,3.88,1.66,32,2.56,1.52,32,7.50,1.75,16,1.46,28.95,9,0.0,A
verslapt,slackened,2.75,0.71,64,2.53,0.98,64,2.48,1.08,64,8.26,2.31,32,2.72,0.81,32,2.50,0.95,32,2.47,0.98,32,8.25,2.54,16,2.78,0.61,32,2.56,1.01,32,2.50,1.19,32,8.56,2.37,16,-0.41,0.39,8,0.0,A
versleten,worn,2.69,0.69,64,3.20,1.29,64,2.94,1.32,64,6.65,2.37,32,2.66,0.70,32,3.34,1.12,32,3.06,1.39,32,7.31,2.70,16,2.72,0.68,32,3.06,1.44,32,2.81,1.26,32,6.38,2.47,16,0.56,3.66,9,0.0,A
verstikking,suffocation,1.83,0.81,64,4.92,1.65,64,4.27,1.99,64,8.58,2.31,32,2.03,0.86,32,5.25,1.46,32,4.44,1.79,32,8.25,2.91,16,1.63,0.71,32,4.59,1.78,32,4.09,2.18,32,9.31,2.06,16,0.07,1.17,11,0.0,N
verstrooid,absent,3.09,0.73,64,3.92,1.17,64,3.20,1.12,64,7.68,2.10,32,3.19,0.78,32,4.09,1.15,32,3.19,1.12,32,7.50,2.68,16,3.00,0.67,32,3.75,1.19,32,3.22,1.13,32,8.25,1.98,16,0.13,1.35,10,0.0,A
vertraagd,delayed,2.91,0.68,64,2.86,1.04,64,3.02,0.98,64,7.94,2.52,32,2.84,0.57,32,3.09,1.15,32,3.25,1.05,32,7.38,2.83,16,2.97,0.78,32,2.63,0.87,32,2.78,0.87,32,8.75,2.18,16,0.47,2.93,9,0.0,A
vervelend,annoying,2.52,0.89,64,4.38,1.47,64,3.69,1.34,64,6.10,2.17,32,2.44,0.72,32,4.28,1.42,32,3.88,1.18,32,6.69,3.24,16,2.59,1.04,32,4.47,1.54,32,3.50,1.48,32,6.00,1.63,16,1.51,32.38,9,0.0,A
verveling,boredom,2.52,0.73,64,2.17,0.89,63,3.33,1.14,64,6.26,1.75,32,2.53,0.67,32,2.23,0.92,31,3.28,0.89,32,6.19,2.51,16,2.50,0.80,32,2.13,0.87,32,3.38,1.36,32,6.75,1.61,16,0.43,2.72,9,0.4,N
verven,to paint,4.30,0.73,64,4.88,0.93,64,4.11,0.98,64,4.55,1.73,32,4.13,0.71,32,4.78,0.97,32,3.91,1.06,32,4.88,2.47,16,4.47,0.72,32,4.97,0.90,32,4.31,0.86,32,4.69,1.85,16,0.65,4.44,6,0.0,V
verwaand,conceited,2.27,0.72,64,3.84,1.25,64,4.02,1.55,63,9.52,3.17,32,2.25,0.76,32,4.00,1.27,32,4.03,1.49,31,9.50,3.72,16,2.28,0.68,32,3.69,1.23,32,4.00,1.63,32,9.75,2.65,16,0.54,3.50,8,0.4,A
verwant,related,4.94,0.79,64,3.58,0.83,64,4.17,1.16,64,9.16,2.84,32,4.78,0.75,32,3.75,0.72,32,3.88,1.29,32,8.81,3.25,16,5.09,0.82,32,3.41,0.91,32,4.47,0.95,32,9.88,2.68,16,0.36,2.31,7,0.0,A
verward,confused,2.73,0.70,64,4.41,1.28,64,3.02,1.18,64,7.74,2.66,32,2.91,0.69,32,4.44,1.11,32,3.16,1.19,32,8.38,2.80,16,2.56,0.67,32,4.38,1.45,32,2.88,1.16,32,7.44,2.76,16,1.06,11.57,7,0.0,A
verwerpen,to reject,2.98,0.72,64,4.72,1.16,64,4.45,1.57,64,9.26,2.84,32,3.06,0.67,32,4.50,1.05,32,4.53,1.50,32,8.81,2.99,16,2.91,0.78,32,4.94,1.24,32,4.38,1.66,32,10.00,2.80,16,0.14,1.37,9,0.0,V
verwoed,furiously,3.31,1.10,61,5.16,1.17,63,4.46,1.19,59,10.52,2.97,32,3.53,1.19,32,5.06,1.15,31,4.25,1.17,28,10.06,3.40,16,3.07,0.96,29,5.25,1.19,32,4.65,1.20,31,11.25,2.57,16,-0.60,0.25,7,4.0,A
verwoesten,to destroy,1.81,0.75,64,6.20,0.72,64,5.69,1.40,64,7.16,2.35,32,1.97,0.78,32,6.19,0.69,32,5.59,1.27,32,7.06,2.67,16,1.66,0.70,32,6.22,0.75,32,5.78,1.54,32,7.63,2.45,16,0.79,6.11,10,0.0,V
verwoesting,destruction,1.75,0.85,64,5.97,1.11,64,5.53,1.60,64,7.84,2.53,32,2.00,0.92,32,5.88,1.04,32,5.78,1.34,32,7.94,2.54,16,1.50,0.72,32,6.06,1.19,32,5.28,1.82,32,8.00,2.73,16,0.34,2.20,11,0.0,N
verwonderd,surprised,5.02,0.92,64,4.81,1.21,64,4.20,1.30,64,8.16,2.45,32,4.97,0.78,32,4.56,1.29,32,3.91,1.42,32,8.31,3.28,16,5.06,1.05,32,5.06,1.08,32,4.50,1.11,32,8.44,2.06,16,-0.30,0.50,10,0.0,A
vest,vest,4.41,0.61,64,3.25,1.20,64,3.77,0.90,64,4.77,1.71,32,4.38,0.49,32,3.56,1.01,32,3.66,1.04,32,4.94,2.38,16,4.44,0.72,32,2.94,1.29,32,3.88,0.75,32,5.06,1.88,16,0.91,8.07,4,0.0,N
vet,fat,2.75,0.98,64,3.47,1.33,64,4.13,1.21,64,5.90,2.02,32,2.97,1.03,32,3.88,1.26,32,3.97,1.31,32,6.25,2.57,16,2.53,0.88,32,3.06,1.29,32,4.28,1.11,32,5.94,1.98,16,1.27,18.52,3,0.0,A
vete,feud,2.44,0.95,59,5.07,1.23,59,5.00,1.25,59,11.40,2.53,31,2.61,1.09,31,5.00,1.17,30,4.97,1.40,31,11.69,2.73,16,2.25,0.75,28,5.14,1.30,29,5.04,1.07,28,11.33,2.47,15,0.05,1.12,4,7.2,N
veter,lace,4.05,0.33,64,3.36,1.17,64,3.48,1.11,64,4.74,1.46,32,4.06,0.25,32,3.56,1.01,32,3.22,1.01,32,5.06,2.21,16,4.03,0.40,32,3.16,1.30,32,3.75,1.16,32,4.81,1.38,16,0.12,1.33,5,0.0,N
